user_id,anime_id,rate
13,150490,8
13,5118,6
13,395378,7
13,480441,8
13,232067,7
13,282413,8
13,8726,8
13,448478,7
13,45336,7
13,277554,7
13,927,10
13,235128,8
13,464376,7
13,100444,6
13,259,5
13,891,5
13,85631,7
13,844,7
13,160209,6
13,24823,7
13,72941,7
13,3627,8
13,45089,8
13,10639,7
13,202240,6
13,12536,6
13,390555,9
13,27364,6
13,509986,8
13,302,9
13,113292,8
13,309311,8
13,8986,10
13,842,10
13,975,8
13,325585,9
13,51,6
13,328609,9
13,335036,9
13,841,9
13,39923,7
13,4019,8
13,311,8
13,216371,3
13,340,6
13,93739,8
13,840,8
13,839,10
13,265,7
13,237,7
13,6049,8
14,88433,8
14,294836,8
14,389474,8
14,1606,7
14,127563,9
14,604826,6
14,72941,9
14,118335,9
14,187276,8
14,485,8
14,353605,9
14,129807,9
14,203526,9
14,309311,8
14,293049,8
14,54433,8
14,79227,9
14,29648,9
14,909,9
14,55770,10
14,160209,10
14,27364,9
14,793,10
14,328609,9
14,335036,10
14,1773,9
14,325285,10
14,254,9
14,400602,10
14,93739,10
14,263750,10
14,1428,10
14,10380,10
14,6049,8
14,876,10
15,470660,8
15,480441,8
15,508003,7
15,424372,7
15,472741,7
15,547888,8
15,525565,8
15,551918,7
15,471793,8
15,493016,7
15,515759,7
15,526448,7
15,548818,8
15,333664,8
15,501958,8
15,518425,8
15,604826,8
15,531159,8
15,317613,8
15,425211,8
15,565802,8
15,512190,8
15,514358,7
15,475354,7
15,390555,6
15,524707,8
15,8402,8
15,233926,7
15,175596,7
15,509297,8
15,509986,8
15,138829,7
15,13603,6
15,220631,6
15,513089,6
15,342667,6
15,115932,6
15,68812,7
15,56117,8
15,23161,7
15,424227,8
15,259,7
15,148037,8
15,148036,8
15,7707,8
15,1671,10
15,2059,7
15,238,7
15,237,7
15,185943,8
15,309311,8
15,3960,6
15,294135,9
15,298,7
15,25961,9
15,39923,7
15,22505,7
15,3302,7
15,265,7
15,175600,7
15,175599,7
15,109375,7
15,292,9
15,251831,6
15,181354,7
15,92412,9
15,8986,8
15,29648,7
15,23686,7
15,106818,8
15,260680,7
15,211522,7
15,179949,7
15,218740,8
15,240038,7
15,140001,8
15,280837,7
15,278826,7
15,326895,8
15,109386,7
15,39024,7
15,210458,6
15,285776,7
15,380448,7
15,218971,8
15,444557,7
15,183878,8
15,467461,7
15,95225,7
15,386195,7
15,415779,7
15,472620,7
15,1851,7
15,1444,7
15,242216,7
15,3425,7
15,2782,8
15,305515,8
15,316247,7
15,312658,8
15,10440,5
15,193298,7
15,331752,7
15,204027,7
15,339326,6
15,431767,7
15,135275,8
15,8991,8
15,131891,7
15,174043,7
15,133860,7
15,213816,8
15,126173,8
15,376739,6
15,285666,7
15,152092,9
15,295421,7
15,79227,8
15,69484,7
15,274,7
15,235130,9
15,242,6
15,100449,7
15,1512,8
15,23119,8
15,248175,8
15,150490,8
15,395378,8
15,211311,7
15,282,8
15,43558,7
15,293049,8
15,67217,8
15,448478,8
15,277554,9
15,2463,8
15,90880,7
15,214265,10
15,24790,8
15,193378,8
15,927,6
15,230914,8
15,14508,7
15,88433,8
15,331887,8
15,234,9
15,235128,8
15,7777,8
15,464376,7
15,100444,9
15,430699,9
15,1606,9
15,909,7
15,24823,8
15,289,9
15,85631,8
15,160209,9
15,127563,8
15,211089,8
15,118335,8
15,296739,8
15,428735,8
15,772,6
15,187276,8
15,10639,8
15,218707,8
15,288,9
15,129807,9
15,84171,8
15,55770,9
15,218708,9
15,120791,8
15,965,9
15,27364,7
15,1424,9
15,207195,8
15,217300,9
15,203526,8
15,113292,8
15,47576,8
15,276,9
15,298477,9
15,120236,7
15,262897,7
15,115908,9
15,240386,9
15,325585,9
15,12426,9
15,248154,9
15,51,9
15,793,7
15,315574,9
15,3774,10
15,328609,8
15,29883,8
15,1773,8
15,173849,7
15,152091,10
15,9912,9
15,18692,8
15,325285,9
15,400602,9
15,9717,9
15,216371,9
15,37460,8
15,93739,8
15,247,9
15,263750,9
15,11834,9
15,3375,8
15,1428,10
15,10380,10
15,6049,8
15,253,9
15,876,10
16,493016,9
16,604826,8
16,822,9
16,7883,9
16,309311,8
16,840,9
16,509986,8
16,842,9
16,325285,9
16,348335,8
16,262897,9
16,207195,9
16,102134,7
16,41488,8
16,58949,8
16,234349,6
16,244761,9
16,326895,8
16,109386,7
16,183878,8
16,47889,7
16,54433,7
16,95225,7
16,2464,7
16,2585,7
16,242216,8
16,1851,8
16,51928,7
16,302189,7
16,262940,7
16,10440,7
16,56846,7
16,339326,7
16,431767,6
16,424227,7
16,181354,6
16,100449,7
16,395378,9
16,394260,8
16,480441,9
16,2463,8
16,90880,7
16,24790,7
16,927,8
16,404804,10
16,332649,10
16,464376,7
16,100444,8
16,1606,9
16,909,7
16,160209,8
16,428735,4
16,10639,8
16,218707,9
16,202240,9
16,485,9
16,27364,7
16,1424,8
16,51,8
16,3774,8
16,328609,9
16,1671,8
16,1773,8
16,298,8
16,841,10
16,400602,9
16,4019,10
16,9717,9
16,216371,9
16,340,10
16,3375,10
16,110467,9
16,265,9
16,10380,9
16,876,10
16,187276,10
16,79227,9
17,876,1
17,51,1
17,37873,10
17,242216,9
17,10388,4
17,2921,7
18,604826,8
18,467461,7
18,470660,8
18,509297,8
18,509986,8
18,443179,8
18,380448,7
18,315574,9
18,209925,8
18,2972,9
18,280837,8
18,235130,8
18,265,8
18,118335,9
18,428735,8
18,278899,6
18,179949,8
18,110049,8
18,58949,8
18,334402,8
18,239270,7
18,39024,8
18,251831,8
18,2971,8
18,218971,7
18,183878,7
18,2585,7
18,415779,8
18,51928,7
18,3425,7
18,334400,8
18,126615,8
18,899,8
18,2782,8
18,274234,8
18,262940,8
18,378862,6
18,334401,9
18,331752,7
18,204027,8
18,339326,8
18,431767,8
18,508708,8
18,11602,9
18,133860,8
18,376739,6
18,285666,8
18,424227,6
18,181354,8
18,274613,7
18,110783,8
18,2460,7
18,334399,8
18,404804,8
18,221227,8
18,1512,7
18,248175,8
18,150490,8
18,395378,8
18,282,8
18,232067,7
18,2461,7
18,293049,8
18,282413,8
18,24790,8
18,85631,8
18,160209,9
18,10639,8
18,55770,8
18,1424,8
18,1104,8
18,217300,9
18,309311,9
18,246001,8
18,317613,8
18,328609,8
18,1773,7
18,9912,10
18,263750,9
18,25961,9
19,2463,8
19,545917,9
19,552533,9
19,495291,8
19,501963,9
19,2567,7
19,86895,8
19,78405,8
19,598058,7
19,471793,8
19,525565,5
19,90880,9
19,909,9
19,100444,8
19,44692,9
19,72941,9
19,160209,8
19,118335,10
19,187276,9
19,218708,10
19,441795,10
19,394260,9
19,547888,8
19,459642,7
19,436738,7
19,83868,8
19,47685,8
19,283,7
19,316247,7
19,278826,7
19,140001,7
19,296195,7
19,231497,10
19,515759,8
19,493016,9
19,489820,8
19,472741,8
19,284,4
19,475354,8
19,526448,10
19,233926,10
19,175596,10
19,148037,10
19,148036,10
19,7707,9
19,24790,8
19,234,6
19,1428,9
19,604826,8
19,424227,9
19,565802,9
19,18624,9
19,545328,9
19,3423,6
19,27364,7
19,55770,10
19,207195,9
19,309311,9
19,217300,10
19,115908,8
19,317613,9
19,325585,10
19,9912,8
19,216371,9
19,767,7
19,812,7
19,766,7
19,1333,9
19,233,7
19,470660,10
19,248154,6
19,472620,9
19,380448,8
19,313852,8
19,272510,8
19,493,10
19,214265,10
19,514358,6
19,138829,8
19,236020,9
19,512190,3
19,524707,8
19,115932,9
19,390555,8
19,398951,8
19,68812,10
19,56117,7
19,23161,10
19,1671,9
19,22759,7
19,6049,10
19,793,10
19,51,10
19,315574,8
19,152091,9
19,325285,9
19,93739,10
19,263750,10
19,110467,10
19,876,10
19,193378,5
19,47889,10
19,278899,9
19,251831,9
19,204027,9
19,181354,9
19,528438,8
19,298477,7
19,230914,7
19,41488,10
19,203526,7
19,395378,9
19,265,10
19,509297,8
19,235130,10
19,168204,9
19,531159,8
19,296659,6
19,509986,9
19,10639,10
19,295918,10
19,104591,10
19,200887,10
19,116225,10
19,85204,10
19,17160,10
19,486347,4
19,39118,10
19,5649,10
19,185792,9
19,124646,9
19,54675,9
19,333664,9
19,312723,10
19,285482,10
19,2460,8
19,127563,10
19,328609,9
19,1773,10
19,294135,10
19,2461,9
19,331887,10
19,302189,10
19,400602,10
19,44693,10
19,9717,10
19,3375,10
19,1372,9
19,1606,10
19,485,10
19,23119,10
19,129807,10
19,10380,10
19,513089,10
19,11145,10
19,3326,10
19,246431,8
19,277554,10
19,8402,10
19,464376,10
19,428735,10
19,431767,10
19,12426,10
19,3774,10
19,420628,8
20,843,10
20,515759,7
20,447503,8
20,26449,8
20,2582,5
20,328609,7
20,214799,8
20,2972,9
20,2971,8
20,899,8
20,243916,8
20,1104,8
20,9912,7
20,262897,6
20,207195,6
20,316247,8
20,278826,8
20,140001,8
20,840,6
20,842,6
20,400602,7
20,342667,9
20,174043,9
20,135275,9
20,235130,9
20,1948,8
20,218707,10
20,37785,8
20,240799,10
20,240798,10
20,298477,10
20,230914,10
20,203526,10
21,1015,9
21,39024,9
21,334,9
21,297261,8
21,77171,8
21,2772,7
21,151345,7
21,27832,7
21,3113,6
21,1010,7
21,286,7
21,5870,9
21,6985,7
21,8290,8
21,36186,9
21,38256,9
21,110783,9
21,1805,7
21,13012,10
21,50,9
21,3166,8
21,2842,8
21,979,7
21,3168,8
21,2582,8
21,5118,8
21,211311,7
21,312,9
21,243429,8
21,8726,8
21,37685,8
21,980,7
21,22985,8
21,1607,7
21,2664,8
21,88433,8
21,7777,9
21,3172,8
21,8402,7
21,24823,8
21,696,8
21,1962,10
21,6048,8
21,309311,7
21,3128,8
21,51,7
21,3553,9
21,4583,9
21,18692,9
21,254,8
21,9622,9
21,311,8
21,265,8
21,237,9
21,25961,10
21,253,9
22,493016,9
22,242,8
22,1851,8
22,12426,8
22,3375,8
22,1905,7
22,90880,6
22,28440,8
22,298,8
22,1104,8
22,202240,8
22,274,9
22,1728,9
22,37785,9
22,3774,9
22,218707,5
22,239270,8
22,56847,10
22,218971,8
22,285776,7
22,9912,7
22,309311,8
22,1428,10
22,160209,8
22,312,8
22,58949,7
22,500,9
22,295,8
22,207573,9
22,310,8
22,840,9
22,328609,8
22,302,10
22,841,8
22,100444,10
22,927,9
22,340,8
22,216371,5
22,183878,8
22,1773,9
22,1424,9
22,51,10
22,509986,9
22,400602,9
24,604826,9
24,515759,8
24,474371,8
24,266301,8
24,331480,8
24,313852,8
24,4237,7
24,272510,8
24,207195,10
24,530115,8
24,843,8
24,211311,8
24,312723,8
24,565802,9
24,137722,8
24,141799,8
24,509986,9
24,148726,8
24,110648,8
24,20547,8
24,4255,8
24,395378,9
24,211066,8
24,512190,10
24,528438,8
24,328609,9
24,100501,8
24,80864,8
24,333664,8
24,400602,10
24,531159,8
24,262897,10
24,290980,10
26,86670,8
26,485,8
26,876,9
26,531,9
26,444557,7
26,347888,8
26,347887,8
26,493724,8
26,239270,8
26,474371,8
26,285776,7
26,92412,8
26,2782,8
26,404804,8
26,296739,8
26,353605,8
26,202240,8
26,53984,7
26,37874,7
26,37873,8
26,842,8
26,240386,8
26,240760,8
26,443676,8
26,271151,7
26,493016,9
26,525565,7
26,37785,9
26,244761,8
26,14514,6
26,515759,8
26,158316,8
26,10742,7
26,266301,7
26,548818,8
26,526448,8
26,8987,8
26,8991,8
26,531159,8
26,51,8
26,480441,8
26,8986,8
26,148726,8
26,604826,8
26,471793,8
26,378862,8
26,309311,9
26,195249,6
26,340,9
26,9717,9
26,135275,6
26,545328,7
26,390555,8
26,512190,8
26,514358,7
26,508003,7
26,400602,9
26,524707,7
26,262897,8
26,254,9
26,398951,8
26,484623,8
26,430699,8
26,242,8
26,84501,8
26,160209,8
26,8402,9
26,7883,10
26,8726,9
26,1905,9
26,285482,8
26,376739,7
26,110049,8
26,248154,8
26,311,8
26,118335,7
26,891,8
26,12536,8
26,23495,8
26,55770,8
26,58949,6
26,9757,7
26,102134,7
26,174142,8
26,174638,7
26,203387,7
26,207195,9
26,240038,6
26,277554,8
26,325585,8
26,394260,8
26,428735,7
26,424372,6
26,33352,8
26,235130,8
26,141799,8
26,208908,8
26,10843,8
26,243916,8
26,2790,8
26,213816,8
26,26449,8
26,150775,7
26,231497,8
26,137722,8
26,259,8
26,333664,8
26,90880,8
26,211567,10
26,357961,7
26,995,8
26,415779,7
26,3425,8
26,88433,9
26,100449,8
26,41488,8
26,207573,8
26,126173,8
26,100444,8
26,147068,9
26,54433,8
26,243981,9
26,179949,7
26,909,8
26,263750,9
26,23686,10
26,217300,8
26,331752,7
26,2582,7
26,285666,7
26,441795,8
26,3774,8
26,326895,7
26,110467,9
26,395378,8
26,328609,8
26,1424,8
26,1773,8
26,486347,7
26,431767,7
26,467461,7
26,22588,8
26,3428,8
26,528438,8
26,509986,9
26,219200,8
26,420628,8
27,552533,7
27,324,8
27,237,7
27,243981,8
27,244761,8
27,8,7
27,793,7
27,221227,7
27,480441,7
27,88433,7
27,160209,8
27,309311,8
27,246001,6
27,1773,7
27,311,7
27,110467,9
27,315,8
27,1851,6
27,90880,9
27,93739,8
27,193378,7
27,213816,6
27,126173,6
27,18882,7
27,29648,6
27,207573,7
27,187276,7
27,79227,7
27,234349,7
27,100444,6
27,23119,8
27,129807,8
27,10380,9
27,3375,10
27,1606,9
27,485,8
27,276,9
27,242216,8
27,280837,8
27,183878,8
27,54433,7
27,102134,6
27,262940,6
27,51928,6
27,2585,6
27,61534,7
27,85631,7
27,235128,8
27,43558,7
27,150490,8
27,113292,8
27,638497,7
27,525565,7
27,528438,6
27,524707,7
27,260680,7
27,240038,7
27,514358,7
27,512190,7
27,509986,8
27,531159,5
27,467461,7
27,23686,7
27,29883,8
27,22505,7
27,3302,8
27,6049,9
27,772,8
27,6048,8
27,464376,7
27,431767,6
27,386195,7
27,152092,7
27,216372,8
27,211089,8
27,515759,9
27,400602,9
27,428735,7
27,501963,7
27,444557,7
27,325585,8
27,277554,8
27,508003,6
27,424372,6
27,378862,6
27,470660,8
27,339326,7
27,326895,7
27,604826,7
27,293049,9
27,248175,9
27,565802,8
27,425211,8
27,389474,8
27,337459,6
27,274234,7
27,325285,8
27,296367,8
27,362335,7
27,331887,9
27,302189,7
27,509297,7
27,315574,8
27,331752,7
27,415779,7
27,263750,9
27,217300,9
27,285666,7
27,118335,9
27,110049,8
27,55770,9
